code,omschrijving,bouwgrootte,vermogen,polen,bouwvorm,volt,ie_klasse,materiaal,vrije_voorraad,inkomend,bearing_de,bearing_nde,cooling,hs_code,insulation,max_temp,min_temp,mounting_pos,options,paint,protection,shaft_dim,standard_type,terminal_box_pos,tropical,weight
4S315.00D2F4.,YE4-355L2-2,355,315.0,2,B3,400/690,IE4,Gietijzer,0,0,6319 C3,6319 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,75x140,IEC60034,Boven-A1,0.95,2052
SM000.18D2F2.,ML631-2,63,0.18,2,B3,230/400,IE2 1 phase,Aluminium,13,0,6201 2RS C3,6201 2RS C3,IC411,8501510090,F/B,40,-20,B3-voet-horizontaal,B3 - KK4,RAL5010,IP55,11x23,IEC60034,Boven-A1,95,0
SM000.25D2F2.,ML632-2,63,0.25,2,B3,230/400,IE2 1 phase,Aluminium,20,0,6201 2RS C3,6201 2RS C3,IC411,8501510090,F/B,40,-20,B3-voet-horizontaal,B3 - KK4,RAL5010,IP55,11x23,IEC60034,Boven-A1,95,4.9
SM000.37D2F2.,ML711-2,71,0.37,2,B3,230/400,IE2 1 phase,Aluminium,9,0,6202 2RS C3,6202 2RS C3,IC411,8501510090,F/B,40,-20,B3-voet-horizontaal,B3 - KK4,RAL5010,IP55,14x30,IEC60034,Boven-A1,95,0
SM000.55D2F2.,ML712-2,71,0.55,2,B3,230/400,IE2 1 phase,Aluminium,10,0,6202 2RS C3,6202 2RS C3,IC411,8501510090,F/B,40,-20,B3-voet-horizontaal,B3 - KK4,RAL5010,IP55,14x30,IEC60034,Boven-A1,95,0
SM000.75D2F2.,ML801-2,80,0.75,2,B3,230/400,IE2 1 phase,Aluminium,2,0,6204 2RS C3,6204 2RS C3,IC411,8501510090,F/B,40,-20,B3-voet-horizontaal,B3 - KK4,RAL5010,IP55,19x40,IEC60034,Boven-A1,95,0
SM001.10D2F2.,ML802-2,80,1.1,2,B3,230/400,IE2 1 phase,Aluminium,33,0,6204 2RS C3,6204 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,B3 - KK4,RAL5010,IP55,19x40,IEC60034,Boven-A1,95,11
SM001.50D2C2.,ML90S2,90,1.5,2,B3,230/400,IE2 1 phase,Aluminium,0,0,6205 2RS C3,6205 2RS C3,IC411,8501522089,F/B,40,-20,B14a-flens-horizontaal,B3 - KK4,RAL 5010 / RAL 9005,IP55,24x50,IEC60034,Boven-A4,95,14
SM001.50D2F2.,ML90S2,90,1.5,2,B3,230/400,IE2 1 phase,Aluminium,14,0,6205 2RS C3,6205 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,B3 - KK4,RAL5010,IP55,24x50,IEC60034,Boven-A1,95,14
SM002.20D2F2.,ML90L2,90,2.2,2,B3,230/400,IE2 1 phase,Aluminium,0,0,6205 2RS C3,6205 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,B3 - KK4,RAL5010,IP55,24x50,IEC60034,Boven-A1,95,0
SM003.00D2F2.,ML100L2,100,3.0,2,B3,230/400,IE2 1 phase,Aluminium,1,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,B3 - KK4,RAL5010,IP55,28x60,IEC60034,Boven-A1,95,25
XM000.37D2F2.,MS633-2,63,0.37,2,B3,230/400,IE1,Aluminium,64,0,6201 2RS C3,6201 2RS C3,IC411,8501510090,F/B,40,-20,B3-voet-horizontaal,,RAL5010 / RAL9005,IP55,11x23,IEC60034,Boven-A1,0.95,4.5
XM000.75D2F2.,EMS713-2,71,0.75,2,B3,230/400,IE2,Aluminium,62,0,6202 2RS C3,6202 2RS C3,IC411,8501510090,F/B,40,-20,B3-voet-horizontaal,,RAL5014 / RAL9005,IP55,14x30,IEC60034,Boven-A1,0.95,8.8
XM001.50D2F2.,EMS803-2,80,1.5,2,B3,230/400,IE2,Aluminium,27,0,6204 2RS C3,6204 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,,RAL5014 / RAL9005,IP55,19x40,IEC60034,Boven-A1,0.95,12
XM003.00D2F2.,EMS90L2-2,90,3.0,2,B3,230/400,IE2,Aluminium,22,0,6205 2RS C3,6205 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,,RAL5014 / RAL9005,IP55,24x50,IEC60034,Boven-A1,0.95,19
XM003.00D2F4.,EMS90L2-2,90,3.0,2,B3,400/690,IE2,Aluminium,18,0,6205 2RS C3,6205 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,,RAL5014 / RAL9005,IP55,24x50,IEC60034,Boven-A1,0.95,19
XM004.00D2F2.,EMS100L2-2,100,4.0,2,B3,230/400,IE2,Aluminium,25,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,,RAL5014 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,26
XM004.00D2F4.,EMS100L2-2,100,4.0,2,B3,400/690,IE2,Aluminium,47,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,,RAL5014 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,26
XM005.50D2F2.,EMS112M2-2,112,5.5,2,B3,230/400,IE2,Aluminium,21,18,6306 2RS C3,6306 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,,RAL5014 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,30
XM005.50D2F4.,EMS112M2-2,112,5.5,2,B3,400/690,IE2,Aluminium,45,0,6306 2RS C3,6306 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,,RAL5014 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,30
XM011.00D2F4.,EMS132M2-2,132,11.0,2,B3,400/690,IE2,Aluminium,21,12,6308 2RS C3,6308 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,,RAL5014 / RAL9005,IP55,38x80,IEC60034,Boven-A1,0.95,58
Y315.00D2F40.,Y3-355L2-2,355,315.0,2,B3,400/690,IE1,Gietijzer,1,0,,,IEC411,8501538190,IEC60034,40,-20,B3-voet-horizontaal,PTC,RAL5010,IP55,,Y3-315L2-2,Boven-A1,0.95,1920
DM080B244.,MSD802-2/4,80,1.1/0.28,2/4,B3,400,2 Speed,Aluminium,43,0,6204 2RS C3,6204 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,B3 - KKB,RAL5010,IP55,19x40,IEC60034,Boven-A1,0.95,13
DM090L244.,MSD90L2/4,90,2.2/0.55,2/4,B3,400,2 Speed,Aluminium,31,0,6205 2RS C3,6205 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,B3 - KKB,RAL5010,IP55,24x50,IEC60034,Boven-A1,0,16.5
DM100L244.,MSD100L2/4,100,3.0/0.8,2/4,B3,400,2 Speed,Aluminium,41,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,B3 - KKB,RAL5010,IP55,28x60,IEC60034,Boven-A1,0,24
DM112M244.,MSD112M2/4,112,4.0/1.0,2/4,B3,400,2 Speed,Aluminium,24,18,6306 2RS C3,6306 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,B3 - KKB,RAL5010,IP55,28x60,IEC60034,Boven-A1,0,33.5
DM132M244.,MSD132M2/4,132,6.0/1.6,2/4,B3,400,2 Speed,Aluminium,16,0,6308 2RS C3,6308 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,B3 - KKB,RAL5010,IP55,38x80,IEC60034,Boven-A1,0,58
DM132S244.,MSD132S2/4,132,9.0/2.5,2/4,B3,400,2 Speed,Aluminium,10,0,6308 2RS C3,6308 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,B3 - KKB,RAL5010,IP55,38x80,IEC60034,Boven-A1,0,57
2E002.20D4F4.,MS2-100L1-4,100,2.2,4,B3,400/690,IE2,Aluminium,1,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,,RAL5014,IP55,28x60,IEC60034,Boven-A1,0.95,23
2E022.00D4F2R.,YX3-180L4,180,22.0,4,B3,230/400,IE2,Gietijzer,3,0,6311 ZZ C3,6311 ZZ C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL5014 / RAL5014,IP55,48x110,IEC60034,Rechts-B1,0.95,242
2E110.00D4F4.,YX3-315S4,315,110.0,4,B3,400/690,IE2,Gietijzer,3,0,NU319 C3,6319 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL5014 / RAL5014,IP55,80x170,IEC60034,Boven-A1,0.95,1012
2E160.00D4K4.,YX3-315L1-4,315,160.0,4,B3,400/690,IE2,Gietijzer,1,0,6319 C3,6319 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL5014 / RAL5014,IP55,80x170,IEC60034,Boven-A1,0.95,1224
2E200.00D4F4.,YX3-315L2-4,315,200.0,4,B3,400/690,IE2,Gietijzer,0,0,NU319 C3,6319 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL5014 / RAL5014,IP55,80x170,IEC60034,Boven-A1,0.95,1331
2M000.12D4F2.,EMS631-4,63,0.12,4,B3,230/400,IE2,Aluminium,47,0,6201 2RS C3,6201 2RS C3,IC411,8501510090,F/B,40,-20,B3-voet-horizontaal,,RAL5014 / RAL9005,IP55,11x23,IEC60034,Boven-A1,0.95,3.8
2M000.18D4C2.,EMS632-4,63,0.18,4,B3,230/400,IE2,Aluminium,0,0,6201 2RS C3,6201 2RS C3,IC411,8501510090,F/B,40,-20,B14a-flens-horizontaal,,RAL5014 / RAL9005,IP55,11x23,IEC60034,Boven-A1,0.95,4.2
2M000.18D4F2.,EMS632-4,63,0.18,4,B3,230/400,IE2,Aluminium,31,0,6201 2RS C3,6201 2RS C3,IC411,8501510090,F/B,40,-20,B3-voet-horizontaal,,RAL5014 / RAL9005,IP55,11x23,IEC60034,Boven-A1,0.95,4.2
2M000.25D4F2.,EMS711-4,71,0.25,4,B3,230/400,IE2,Aluminium,50,0,6202 2RS C3,6202 2RS C3,IC411,8501510090,F/B,40,-20,B3-voet-horizontaal,,RAL5014 / RAL9005,IP55,14x30,IEC60034,Boven-A1,0.95,5.3
2M000.37D4D2.,EMS712-4,71,0.37,4,B5,230/400,IE2,Aluminium,75,0,6202 2RS C3,6202 2RS C3,IC411,8501510090,F/B,40,-20,B5-flens-horizontaal,,RAL5014 / RAL9005,IP55,14x30,IEC60034,Boven-A1,0.95,7.2
2M000.37D4F2.,EMS712-4,71,0.37,4,B3,230/400,IE2,Aluminium,84,72,6202 2RS C3,6202 2RS C3,IC411,8501510090,F/B,40,-20,B3-voet-horizontaal,,RAL5014 / RAL9005,IP55,14x30,IEC60034,Boven-A1,0.95,7.2
2M000.55D4D2.,EMS801-4,80,0.55,4,B5,230/400,IE2,Aluminium,44,0,6204 2RS C3,6204 2RS C3,IC411,8501510090,F/B,40,-20,B5-flens-horizontaal,,RAL5014 / RAL9005,IP55,19x40,IEC60034,Boven-A1,0.95,8.7
2M000.55D4F2.,EMS801-4,80,0.55,4,B3,230/400,IE2,Aluminium,0,168,6204 2RS C3,6204 2RS C3,IC411,8501510090,F/B,40,-20,B3-voet-horizontaal,,RAL5014 / RAL9005,IP55,19x40,IEC60034,Boven-A1,0.95,8.7
2M000.75D4D2.,EMS802-4,80,0.75,4,B5,230/400,IE2,Aluminium,0,0,6204 2RS C3,6204 2RS C3,IC411,8501510090,F/B,40,-20,B5-flens-horizontaal,,RAL5014 / RAL9005,IP55,19x40,IEC60034,Boven-A1,0.95,11
2M000.75D4F2.,EMS802-4,80,0.75,4,B3,230/400,IE2,Aluminium,0,0,6204 2RS C3,6204 2RS C3,IC411,8501510090,F/B,40,-20,B3-voet-horizontaal,,RAL5014 / RAL9005,IP55,19x40,IEC60034,Boven-A1,0.95,11
2M001.10D4D2.,EMS90S4,90,1.1,4,B5,230/400,IE2,Aluminium,0,0,6205 2RS C3,6205 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,,RAL5014 / RAL9005,IP55,24x50,IEC60034,Boven-A1,0.95,14
2M001.10D4F2.,EMS90S4,90,1.1,4,B3,230/400,IE2,Aluminium,15,0,6205 2RS C3,6205 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,,RAL5014 / RAL9005,IP55,24x50,IEC60034,Boven-A1,0.95,14
2M001.50D4D2.,EMS90L4,90,1.5,4,B5,230/400,IE2,Aluminium,0,0,6205 2RS C3,6205 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,,RAL5014 / RAL9005,IP55,24x50,IEC60034,Boven-A1,0.95,17
2M001.50D4F2.,EMS90L4,90,1.5,4,B3,230/400,IE2,Aluminium,0,0,6205 2RS C3,6205 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,,RAL5014 / RAL9005,IP55,24x50,IEC60034,Boven-A1,0.95,17
2M002.20D4D4.,EMS100L1-4,100,2.2,4,B5,400/690,IE2,Aluminium,0,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,,RAL5014 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,23
2M002.20D4F2.,EMS100L1-4,100,2.2,4,B3,230/400,IE2,Aluminium,0,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,,RAL5014 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,23
2M002.20D4F4.,EMS100L1-4,100,2.2,4,B3,400/690,IE2,Aluminium,0,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,,RAL5014 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,23
2M002.20D4FD2.,EMS100L1-4,100,2.2,4,B5,230/400,IE2,Aluminium,44,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B35-voet & flens-horizontaal,,RAL5014 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,23
2M002.20D4FD4.,EMS100L1-4,100,2.2,4,B5,400/690,IE2,Aluminium,0,72,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B35-voet & flens-horizontaal,,RAL5014 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,23
2M003.00D4D2.,EMS100L2-4,100,3.0,4,B5,230/400,IE2,Aluminium,0,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,,RAL5014 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,26
2M003.00D4D4.,EMS100L2-4,100,3.0,4,B5,400/690,IE2,Aluminium,5,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,,RAL5014 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,26
2M003.00D4F2.,EMS100L2-4,100,3.0,4,B3,230/400,IE2,Aluminium,14,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,,RAL5014 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,26
2M003.00D4F4.,EMS100L2-4,100,3.0,4,B3,400/690,IE2,Aluminium,33,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,,RAL5014 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,26
2M003.00D4FD4R.,EMS100L2-4,100,3.0,4,B5,400/690,IE2,Aluminium,2,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B35-voet & flens-horizontaal,PTC,RAL5014 / RAL9005,IP55,28x60,IEC60034,Rechts-B1,0.95,26
2M004.00D4D2.,EMS112M4,112,4.0,4,B5,230/400,IE2,Aluminium,0,0,6306 2RS C3,6306 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,,RAL5014 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,32
2M004.00D4D4.,EMS112M4,112,4.0,4,B5,400/690,IE2,Aluminium,0,0,6306 2RS C3,6306 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,,RAL5014 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,32
2M004.00D4F2.,EMS112M4,112,4.0,4,B3,230/400,IE2,Aluminium,0,0,6306 2RS C3,6306 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,,RAL5014 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,32
2M004.00D4F4.,EMS112M4,112,4.0,4,B3,400/690,IE2,Aluminium,1,0,6306 2RS C3,6306 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,,RAL5014 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,32
2M005.50D4D2.,EMS132S4,132,5.5,4,B3,230/400,IE2,Aluminium,0,0,6308 2RS C3,6308 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,,RAL5014 / RAL9005,IP55,38x80,IEC60034,Boven-A1,0.95,43
2M005.50D4D4.,EMS132S4,132,5.5,4,B3,400/690,IE2,Aluminium,0,0,6308 2RS C3,6308 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,,RAL5014 / RAL9005,IP55,38x80,IEC60034,Boven-A1,0.95,43
2M005.50D4F2.,EMS132S4,132,5.5,4,B3,230/400,IE2,Aluminium,0,0,6308 2RS C3,6308 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,,RAL5014 / RAL9005,IP55,38x80,IEC60034,Boven-A1,0.95,43
2M005.50D4F4.,EMS132S4,132,5.5,4,B3,400/690,IE2,Aluminium,0,0,6308 2RS C3,6308 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,,RAL5014 / RAL9005,IP55,38x80,IEC60034,Boven-A1,0.95,43
2M005.50D4FD2.,EMS132S4,132,5.5,4,B35,230/400,IE2,Aluminium,0,0,6308 2RS C3,6308 2RS C3,IC411,8501522089,F/B,40,-20,B35-voet & flens-horizontaal,,RAL5014 / RAL9005,IP55,38x80,IEC60034,Boven-A1,0.95,43
2M005.50D4FD4.,EMS132S4,132,5.5,4,B35,400/690,IE2,Aluminium,0,0,6308 2RS C3,6308 2RS C3,IC411,8501522089,F/B,40,-20,B35-voet & flens-horizontaal,,RAL5014 / RAL9005,IP55,38x80,IEC60034,Boven-A1,0.95,43
2M007.50D4FD4.,EMS132M4,132,7.5,4,B35,400/690,IE2,Aluminium,0,0,6308 2RS C3,6308 2RS C3,IC411,8501522089,F/B,40,-20,B35-voet & flens-horizontaal,,RAL5014 / RAL9005,IP55,38x80,IEC60034,Boven-A1,0.95,53
2S003.00D4FD2.,YE2-100L2-4,100,3.0,4,B35,230/400,IE2,Gietijzer,0,0,,,,,,,,,,,,,,,,
2SM000.18D4F2.,JEML632-4,63,0.18,4,B3,230/400,IE2,Aluminium,0,30,6201 2RS C3,6201 2RS C3,IC411,8501510090,F/B,40,-20,B3-voet-horizontaal,,RAL5014,IP55,11x23,IEC60034,Boven-A1,95,0
2SM000.25D4F2.,JEML711-4,71,0.25,4,B3,230/400,IE2,Aluminium,38,0,6202 2RS C3,6202 2RS C3,IC411,8501510090,F/B,40,-20,B3-voet-horizontaal,,RAL5014,IP55,14x30,IEC60034,Boven-A1,95,6.9
2SM000.37D4F2.,JEML712-4,71,0.37,4,B3,230/400,IE2,Aluminium,81,0,6202 2RS C3,6202 2RS C3,IC411,8501510090,F/B,40,-20,B3-voet-horizontaal,,RAL5014,IP55,14x30,IEC60034,Boven-A1,95,7.9
2SM000.55D4F2.,JEML801-4,80,0.55,4,B3,230/400,IE2,Aluminium,40,0,6204 2RS C3,6204 2RS C3,IC411,8501510090,F/B,40,-20,B3-voet-horizontaal,,RAL5014,IP55,19x40,IEC60034,Boven-A1,95,11
2SM000.75D4F2.,JEML802-4,80,0.75,4,B3,230/400,IE2,Aluminium,74,0,6204 2RS C3,6204 2RS C3,IC411,8501510090,F/B,40,-20,B3-voet-horizontaal,,RAL5014,IP55,19x40,IEC60034,Boven-A1,95,11.9
2SM001.10D4F2.,JEML90S4,90,1.1,4,B3,230/400,IE2,Aluminium,0,20,6205 2RS C3,6205 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,,RAL5014,IP55,24x50,IEC60034,Boven-A1,95,0
2SM001.50D4F2.,JEML90L4,90,1.5,4,B3,230/400,IE2,Aluminium,39,0,6205 2RS C3,6205 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,,RAL5014,IP55,24x50,IEC60034,Boven-A1,95,17.3
2SM002.20D4F2.,JEML100L1-4,100,2.2,4,B3,230/400,IE2,Aluminium,0,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,,RAL5014,IP55,28x60,IEC60034,Boven-A1,95,0
2SM003.00D4F2.,JEML100L2-4,100,3.0,4,B3,230/400,IE2,Aluminium,9,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,,RAL5014,IP55,28x60,IEC60034,Boven-A1,95,0
3E011.00D4D4.,T3CR-160M-4,160,11.0,4,B5,400/690,IE3,Gietijzer,21,0,6309 2RS C3,6309 2RS C3,IC411,85015230 90,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL7030,IP55,42x110,IEC60034,Boven-A1,0.95,118
3E011.00D4F2.,T3CR-160M-4,160,11.0,4,B3,230/400,IE3,Gietijzer,8,0,6309 2RS C3,6309 2RS C3,IC411,85015230 90,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,42x110,IEC60034,Boven-A1,0.95,118
3E011.00D4F4.,T3CR-160M-4,160,11.0,4,B3,400/690,IE3,Gietijzer,18,12,6309 2RS C3,6309 2RS C3,IC411,85015230 90,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,42x110,IEC60034,Boven-A1,0.95,118
3E011.00D4FD4.,T3CR-160M-4,160,11.0,4,B35,400/690,IE3,Gietijzer,1,0,6309 2RS C3,6309 2RS C3,IC411,85015230 90,F/B,40,-20,B35-voet & flens-horizontaal,PTC,RAL7030 / RAL7030,IP55,42x110,IEC60034,Boven-A1,0.95,118
3E015.00D4D4.,T3CR-160L-4,160,15.0,4,B5,400/690,IE3,Gietijzer,23,3,6309 2RS C3,6309 2RS C3,IC411,85015230 90,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL7030,IP55,42x110,IEC60034,Boven-A1,0.95,144
3E015.00D4F2.,T3CR-160L-4,160,15.0,4,B3,230/400,IE3,Gietijzer,0,8,6309 2RS C3,6309 2RS C3,IC411,85015230 90,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,42x110,IEC60034,Boven-A1,0.95,144
3E015.00D4F4.,T3CR-160L-4,160,15.0,4,B3,400/690,IE3,Gietijzer,4,24,6309 2RS C3,6309 2RS C3,IC411,85015230 90,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,42x110,IEC60034,Boven-A1,0.95,144
3E018.50D4D4.,T3CR-180M-4,180,18.5,4,B5,400/690,IE3,Gietijzer,14,0,6311 2RS C3,6311 2RS C3,IC411,85015230 90,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL7030,IP55,48x110,IEC60034,Boven-A1,0.95,159
3E018.50D4F2.,T3CR-180M-4,180,18.5,4,B3,230/400,IE3,Gietijzer,6,0,6311 2RS C3,6311 2RS C3,IC411,85015230 90,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,48x110,IEC60034,Boven-A1,0.95,159
3E018.50D4F4.,T3CR-180M-4,180,18.5,4,B3,400/690,IE3,Gietijzer,39,0,6311 2RS C3,6311 2RS C3,IC411,85015230 90,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,48x110,IEC60034,Boven-A1,0.95,157
3E022.00D4D4.,T3CR-180L1-4,180,22.0,4,B5,400/690,IE3,Gietijzer,14,0,6311 2RS C3,6311 2RS C3,IC411,85015230 90,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL7030,IP55,48x110,IEC60034,Boven-A1,0.95,184
3E022.00D4F2.,T3CR-180L1-4,180,22.0,4,B3,230/400,IE3,Gietijzer,0,0,6311 2RS C3,6311 2RS C3,IC411,85015230 90,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,48x110,IEC60034,Boven-A1,0.95,184
3E022.00D4F4.,T3CR-180L1-4,180,22.0,4,B3,400/690,IE3,Gietijzer,13,20,6311 2RS C3,6311 2RS C3,IC411,85015230 90,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,48x110,IEC60034,Boven-A1,0.95,184
3E030.00D4D4.,T3CR-200L-4,200,30.0,4,B5,400/690,IE3,Gietijzer,10,8,6312 2RS C3,6312 2RS C3,IC411,85015230 90,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL7030,IP55,55x110,IEC60034,Boven-A1,0.95,240
3E030.00D4F2.,T3CR-200L-4,200,30.0,4,B3,230/400,IE3,Gietijzer,6,0,6312 2RS C3,6312 2RS C3,IC411,85015230 90,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,55x110,IEC60034,Boven-A1,0.95,240
3E030.00D4F4.,T3CR-200L-4,200,30.0,4,B3,400/690,IE3,Gietijzer,11,12,6312 2RS C3,6312 2RS C3,IC411,85015230 90,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,55x110,IEC60034,Boven-A1,0.95,240
3E037.00D4D4.,T3CR-225S-4,225,37.0,4,B5,400/690,IE3,Gietijzer,1,8,6313 C3,6313 C3,IC411,85015230 90,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL7030,IP55,60x140,IEC60034,Boven-A1,0.95,297
3E037.00D4F4.,T3CR-225S-4,225,37.0,4,B3,400/690,IE3,Gietijzer,32,0,6313 C3,6313 C3,IC411,85015230 90,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,60x140,IEC60034,Boven-A1,0.95,297
3E037.00D4F4L.,T3CR-225S-4,225,37.0,4,B3,400/690,IE3,Gietijzer,51,0,6313 C3,6313 C3,IC411,85015230 90,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,60x140,IEC60034,Boven-A1,0.95,297
3E037.00D4F4R.,T3CR-225S-4,225,37.0,4,B3,400/690,IE3,Gietijzer,35,0,6313 C3,6313 C3,IC411,85015230 90,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,60x140,IEC60034,Boven-A1,0.95,297
3E045.00D4D4.,T3CR-225M-4,225,45.0,4,B5,400/690,IE3,Gietijzer,11,0,6313 C3,6313 C3,IC411,85015290 90,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL7030,IP55,60x140,IEC60034,Boven-A1,0.95,324
3E045.00D4F4.,T3CR-225M-4,225,45.0,4,B3,400/690,IE3,Gietijzer,18,0,6313 C3,6313 C3,IC411,85015290 90,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,60x140,IEC60034,Boven-A1,0.95,324
