code,omschrijving,bouwgrootte,vermogen,polen,bouwvorm,volt,ie_klasse,materiaal,vrije_voorraad,inkomend,bearing_de,bearing_nde,cooling,hs_code,insulation,max_temp,min_temp,mounting_pos,options,paint,protection,shaft_dim,standard_type,terminal_box_pos,tropical,weight
3E045.00D4F4L.,T3CR-225M-4,225,45.0,4,B3,400/690,IE3,Gietijzer,40,0,6313 C3,6313 C3,IC411,85015290 90,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,60x140,IEC60034,Boven-A1,0.95,324
3E045.00D4F4R.,T3CR-225M-4,225,45.0,4,B3,400/690,IE3,Gietijzer,38,0,6313 C3,6313 C3,IC411,85015290 90,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,60x140,IEC60034,Boven-A1,0.95,324
3E055.00D4D4.,T3CR-250M1-4,250,55.0,4,B5,400/690,IE3,Gietijzer,0,4,6314 C3,6314 C3,IC411,85015290 90,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL7030,IP55,65x140,IEC60034,Boven-A1,0.95,403
3E055.00D4F4.,T3CR-250M1-4,250,55.0,4,B3,400/690,IE3,Gietijzer,2,5,6314 C3,6314 C3,IC411,85015290 90,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,65x140,IEC60034,Boven-A1,0.95,403
3E075.00D4D4.,T3CR-280S-4,280,75.0,4,B5,400/690,IE3,Gietijzer,4,0,6316 C3,6316 C3,IC411,85015290 90,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL7030,IP55,75x140,IEC60034,Boven-A1,0.95,528
3E075.00D4F4.,T3CR-280S-4,280,75.0,4,B3,400/690,IE3,Gietijzer,12,0,6316 C3,6316 C3,IC411,85015290 90,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,75x140,IEC60034,Boven-A1,0.95,528
3E090.00D4D4.,T3CR-280M-4,280,90.0,4,B5,400/690,IE3,Gietijzer,0,14,6316 C3,6316 C3,IC411,85015381 92,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL7030,IP55,75x140,IEC60034,Boven-A1,0.95,605
3E090.00D4F4.,T3CR-280M-4,280,90.0,4,B3,400/690,IE3,Gietijzer,8,0,6316 C3,6316 C3,IC411,85015381 93,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,75x140,IEC60034,Boven-A1,0.95,605
3E110.00D4F4.,T3C-315S-4,315,110.0,4,B3,400/690,IE3,Gietijzer,0,0,6319 C3,6319 C3,IC411,85015381 96,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,80x170,IEC60034,Boven-A1,0.95,835
3E110.00D4K4.,T3C-315S-4,315,110.0,4,B3,400/690,IE3,Gietijzer,0,0,6319 C3,6319 C3,IC411,85015381 97,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,80x170,IEC60034,Boven-A1,0.95,835
3E110.00D4V4.,T3C-315S-4,315,110.0,4,V1,400/690,IE3,Gietijzer,0,0,6319 C3,6319 C3,IC411,85015381 98,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,80x170,IEC60034,Boven-A1,0.95,835
3E132.00D4F4.,T3C-315M-4,315,132.0,4,B3,400/690,IE3,Gietijzer,0,1,6319 C3,6319 C3,IC411,85015381 100,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,80x170,IEC60034,Boven-A1,0.95,932
3E132.00D4K4.,T3C-315M-4,315,132.0,4,B3,400/690,IE3,Gietijzer,3,0,6319 C3,6319 C3,IC411,85015381 101,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,80x170,IEC60034,Boven-A1,0.95,932
3E132.00D4V4.,T3C-315M-4,315,132.0,4,V1,400/690,IE3,Gietijzer,0,0,6319 C3,6319 C3,IC411,85015381 102,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,80x170,IEC60034,Boven-A1,0.95,932
3E160.00D4F4.,T3C-315L1-4,315,160.0,4,B3,400/690,IE3,Gietijzer,0,0,6319 C3,6319 C3,IC411,85015381 104,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,80x170,IEC60034,Boven-A1,0.95,1061
3E160.00D4K4.,T3C-315L1-4,315,160.0,4,B3,400/690,IE3,Gietijzer,0,0,6319 C3,6319 C3,IC411,85015381 105,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,80x170,IEC60034,Boven-A1,0.95,1061
3E160.00D4V4.,T3C-315L1-4,315,160.0,4,V1,400/690,IE3,Gietijzer,0,0,,,,,,,,,,,,,,,,
3E200.00D4F4.,T3C-315L2-4,315,200.0,4,B3,400/690,IE3,Gietijzer,0,0,,,,,,,,,,,,,,,,
3E200.00D4K4.,T3C-315L2-4,315,200.0,4,B3,400/690,IE3,Gietijzer,1,0,,,,,,,,,,,,,,,,
3E200.00D4V4.,T3C-315L2-4,315,200.0,4,V1,400/690,IE3,Gietijzer,0,0,,,,,,,,,,,,,,,,
3E250.00D4F4.,T3C-355M2-4,355,250.0,4,B3,400/690,IE3,Gietijzer,0,0,NU322 C3,6322 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,100x210,IEC60034,Boven-A1,0.95,1725
3E250.00D4K4.,T3C-355M2-4,355,250.0,4,B3,400/690,IE3,Gietijzer,1,0,6322 C3,6322 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,100x210,IEC60034,Boven-A1,0.95,1725
3E250.00D4V4.,T3C-355M2-4,355,250.0,4,V1,400/690,IE3,Gietijzer,0,0,6322 C3,7322,IC411,8501538190,F/B,40,-20,V1-flens-verticaal-as naar beneden,PTC,RAL7030 / RAL7030,IP55,100x210,IEC60034,Boven-A1,0.95,1725
3E315.00D4F4.,T3C-355L2-4,355,315.0,4,B3,400/690,IE3,Gietijzer,1,0,NU322 C3,6322 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,100x210,IEC60034,Boven-A1,0.95,1960
3E315.00D4K4.,T3C-355L2-4,355,315.0,4,B3,400/690,IE3,Gietijzer,1,0,6322 C3,6322 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,100x210,IEC60034,Boven-A1,0.95,1960
3E355.00D4F4.,T3C-355L3-4,355,355.0,4,B3,400/690,IE3,Gietijzer,0,0,,,,,,,,,,,,,,,,
3EC000.75D4D2.,T3CR-802-4,80,0.75,4,B5,230/400,IE3,Gietijzer,18,0,6204 2RS C3,6204 2RS C3,IC411,8501510090,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030,IP55,19x40,IEC60034,Boven-A1,0.95,18.2
3EC000.75D4F2.,T3CR-802-4,80,0.75,4,B3,230/400,IE3,Gietijzer,14,0,6204 2RS C3,6204 2RS C3,IC411,8501510090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030,IP55,19x40,IEC60034,Boven-A1,0.95,18.2
3EC001.10D4D2.,T3CR-90S-4,90,1.1,4,B3,230/400,IE3,Gietijzer,10,0,6205 2RS C3,6205 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030,IP55,24x50,IEC60034,Boven-A1,0.95,21.4
3EC001.10D4F2.,T3CR-90S-4,90,1.1,4,B3,230/400,IE3,Gietijzer,17,0,6205 2RS C3,6205 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030,IP55,24x50,IEC60034,Boven-A1,0.95,21.4
3EC001.50D4D2.,T3CR-90L-4,90,1.5,4,B5,230/400,IE3,Gietijzer,15,0,6205 2RS C3,6205 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030,IP55,24x50,IEC60034,Boven-A1,0.95,25.9
3EC001.50D4F2.,T3CR-90L-4,90,1.5,4,B3,230/400,IE3,Gietijzer,15,0,6205 2RS C3,6205 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030,IP55,24x50,IEC60034,Boven-A1,0.95,25.9
3EC002.20D4D2.,T3CR-100L1-4,100,2.2,4,B5,230/400,IE3,Gietijzer,7,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030,IP55,28x60,IEC60034,Boven-A1,0.95,33.8
3EC002.20D4D4.,T3CR-100L1-4,100,2.2,4,B5,400/690,IE3,Gietijzer,10,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030,IP55,28x60,IEC60034,Boven-A1,0.95,33.8
3EC002.20D4F2.,T3CR-100L1-4,100,2.2,4,B3,230/400,IE3,Gietijzer,6,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030,IP55,28x60,IEC60034,Boven-A1,0.95,33.8
3EC002.20D4F4.,T3CR-100L1-4,100,2.2,4,B3,400/690,IE3,Gietijzer,14,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030,IP55,28x60,IEC60034,Boven-A1,0.95,33.8
3EC003.00D4D4.,T3CR-100L2-4,100,3.0,4,B5,400/690,IE3,Gietijzer,8,10,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030,IP55,28x60,IEC60034,Boven-A1,0.95,39.6
3EC003.00D4F4.,T3CR-100L2-4,100,3.0,4,B3,400/690,IE3,Gietijzer,15,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030,IP55,28x60,IEC60034,Boven-A1,0.95,39.6
3EC004.00D4D4.,T3CR-112M-4,112,4.0,4,B5,400/690,IE3,Gietijzer,17,12,6306 2RS C3,6306 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030,IP55,28x60,IEC60034,Boven-A1,0.95,45.3
3EC004.00D4F4.,T3CR-112M-4,112,4.0,4,B3,400/690,IE3,Gietijzer,30,0,6306 2RS C3,6306 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030,IP55,28x60,IEC60034,Boven-A1,0.95,45.3
3EC005.50D4D4.,T3CR-132S-4,132,5.5,4,B5,400/690,IE3,Gietijzer,8,0,6308 2RS C3,6308 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030,IP55,38x80,IEC60034,Boven-A1,0.95,64.2
3EC005.50D4F4.,T3CR-132S-4,132,5.5,4,B3,400/690,IE3,Gietijzer,19,0,6308 2RS C3,6308 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030,IP55,38x80,IEC60034,Boven-A1,0.95,64.2
3EC007.50D4D4.,T3CR-132M-4,132,7.5,4,B5,400/690,IE3,Gietijzer,19,0,6308 2RS C3,6308 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030,IP55,38x80,IEC60034,Boven-A1,0.95,76.3
3EC007.50D4F4.,T3CR-132M-4,132,7.5,4,B3,400/690,IE3,Gietijzer,28,0,6308 2RS C3,6308 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030,IP55,38x80,IEC60034,Boven-A1,0.95,76.3
3M000.75D4D2.,HMS802-4,80,0.75,4,B5,230/400,IE3,Aluminium,37,0,6204 2RS C3,6204 2RS C3,IC411,8501510090,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL9005,IP55,19x40,IEC60034,Boven-A1,0.95,12.8
3M000.75D4F2.,HMS802-4,80,0.75,4,B3,230/400,IE3,Aluminium,143,0,6204 2RS C3,6204 2RS C3,IC411,8501510090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL9005,IP55,19x40,IEC60034,Boven-A1,0.95,12.8
3M001.10D4D2.,HMS90S4,90,1.1,4,B5,230/400,IE3,Aluminium,19,0,6205 2RS C3,6205 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL9005,IP55,24x50,IEC60034,Boven-A1,0.95,16
3M001.10D4F2.,HMS90S4,90,1.1,4,B3,230/400,IE3,Aluminium,40,36,6205 2RS C3,6205 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL9005,IP55,24x50,IEC60034,Boven-A1,0.95,16
3M001.50D4D2.,HMS90L4,90,1.5,4,B5,230/400,IE3,Aluminium,110,0,6205 2RS C3,6205 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL9005,IP55,24x50,IEC60034,Boven-A1,0.95,19
3M001.50D4F2.,HMS90L4,90,1.5,4,B3,230/400,IE3,Aluminium,167,0,6205 2RS C3,6205 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL9005,IP55,24x50,IEC60034,Boven-A1,0.95,19
3M002.20D4D2.,HMS100L1-4,100,2.2,4,B5,230/400,IE3,Aluminium,18,18,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,25
3M002.20D4D4.,HMS100L1-4,100,2.2,4,B5,400/690,IE3,Aluminium,30,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,25
3M002.20D4F2.,HMS100L1-4,100,2.2,4,B3,230/400,IE3,Aluminium,68,36,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,25
3M002.20D4F4.,HMS100L1-4,100,2.2,4,B3,400/690,IE3,Aluminium,64,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,25
3M003.00D4D2.,HMS100L2-4,100,3.0,4,B5,230/400,IE3,Aluminium,19,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,30
3M003.00D4D4.,HMS100L2-4,100,3.0,4,B5,400/690,IE3,Aluminium,16,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,30
3M003.00D4F2.,HMS100L2-4,100,3.0,4,B3,230/400,IE3,Aluminium,28,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,30
3M003.00D4F4.,HMS100L2-4,100,3.0,4,B3,400/690,IE3,Aluminium,21,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,30
3M003.00D4FD2.,HMS100L2-4,100,3.0,4,B35,230/400,IE3,Aluminium,10,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B35-voet & flens-horizontaal,PTC,RAL7030 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,30
3M004.00D4D2.,HMS112M4,112,4.0,4,B5,230/400,IE3,Aluminium,17,0,6306 2RS C3,6306 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,38
3M004.00D4D4.,HMS112M4,112,4.0,4,B5,400/690,IE3,Aluminium,46,0,6306 2RS C3,6306 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,38
3M004.00D4F2.,HMS112M-4,112,4.0,4,B3,230/400,IE3,Aluminium,70,0,6306 2RS C3,6306 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,38
3M004.00D4F4.,HMS112M4,112,4.0,4,B3,400/690,IE3,Aluminium,61,0,6306 2RS C3,6306 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL9005,IP55,28x60,IEC60034,Boven-A1,0.95,38
3M005.50D4D2.,HMS132S4,132,5.5,4,B5,230/400,IE3,Aluminium,0,0,6308 2RS C3,6308 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL9005,IP55,38x80,IEC60034,Boven-A1,0.95,59
3M005.50D4D4.,HMS132S4,132,5.5,4,B5,400/690,IE3,Aluminium,51,0,6308 2RS C3,6308 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL9005,IP55,38x80,IEC60034,Boven-A1,0.95,59
3M005.50D4F2.,HMS132S4,132,5.5,4,B3,230/400,IE3,Aluminium,16,12,6308 2RS C3,6308 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL9005,IP55,38x80,IEC60034,Boven-A1,0.95,59
3M005.50D4F4.,HMS132S4,132,5.5,4,B3,400/690,IE3,Aluminium,90,0,6308 2RS C3,6308 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL9005,IP55,38x80,IEC60034,Boven-A1,0.95,59
3M005.50D4FD2.,HMS132S4,132,5.5,4,B35,230/400,IE3,Aluminium,4,0,6308 2RS C3,6308 2RS C3,IC411,8501522089,F/B,40,-20,B35-voet & flens-horizontaal,PTC,RAL7030 / RAL9005,IP55,38x80,IEC60034,Boven-A1,0.95,59
3M005.50D4FD4.,HMS132S4,132,5.5,4,B35,400/690,IE3,Aluminium,26,0,6308 2RS C3,6308 2RS C3,IC411,8501522089,F/B,40,-20,B35-voet & flens-horizontaal,PTC,RAL7030 / RAL9005,IP55,38x80,IEC60034,Boven-A1,0.95,59
3M007.50D4D2.,HMS132M4,132,7.5,4,B5,230/400,IE3,Aluminium,0,0,6308 2RS C3,6308 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL9005,IP55,38x80,IEC60034,Boven-A1,0.95,68
3M007.50D4D4.,HMS132M4,132,7.5,4,B5,400/690,IE3,Aluminium,49,0,6308 2RS C3,6308 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL9005,IP55,38x80,IEC60034,Boven-A1,0.95,68
3M007.50D4F2.,HMS132M4,132,7.5,4,B3,230/400,IE3,Aluminium,19,0,6308 2RS C3,6308 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL9005,IP55,38x80,IEC60034,Boven-A1,0.95,68
3M007.50D4F4.,HMS132M4,132,7.5,4,B3,400/690,IE3,Aluminium,78,0,6308 2RS C3,6308 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL9005,IP55,38x80,IEC60034,Boven-A1,0.95,68
3M007.50D4FD2.,HMS132M4,132,7.5,4,B35,230/400,IE3,Aluminium,8,0,6308 2RS C3,6308 2RS C3,IC411,8501522089,F/B,40,-20,B35-voet & flens-horizontaal,PTC,RAL7030 / RAL9005,IP55,38x80,IEC60034,Boven-A1,0.95,68
3M011.00D4F4.,HMS160M4,160,11.0,4,B3,400/690,IE3,Aluminium,5,0,6309 2RS C3,6309 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL9005,IP55,42x110,IEC60034,Boven-A1,0.95,97
3M015.00D4F4.,HMS160L4,160,15.0,4,B3,400/690,IE3,Aluminium,7,0,6309 2RS C3,6309 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL9005,IP55,42x110,IEC60034,Boven-A1,0.95,112
3S011.00D4D4.,YE3-160XM-4,160,11.0,4,B5,400/690,IE3,Gietijzer,13,0,6309 2RS C3,6309 2RS C3,IC411,8501523090,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL7030,IP55,42x110,IEC60034,Boven-A1,0.95,132
3S011.00D4F4.,YE3-160XM-4,160,11.0,4,B3,400/690,IE3,Gietijzer,13,0,6309 2RS C3,6309 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,42x110,IEC60034,Boven-A1,0.95,132
3S011.00D4F4L.,YE3-160XM-4,160,11.0,4,B3,400/690,IE3,Gietijzer,0,0,6309 2RS C3,6309 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,42x110,IEC60034,Links-D4,0.95,132
3S011.00D4F4R.,YE3-160XM-4,160,11.0,4,B3,400/690,IE3,Gietijzer,0,0,6309 2RS C3,6309 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,42x110,IEC60034,Rechts-B1,0.95,132
3S011.00D4FD4.,YE3-160XM-4,160,11.0,4,B35,400/690,IE3,Gietijzer,9,0,6309 2RS C3,6309 2RS C3,IC411,8501523090,F/B,40,-20,B35-voet & flens-horizontaal,PTC,RAL7030 / RAL7030,IP55,42x110,IEC60034,Boven-A1,0.95,132
3S015.00D4D4.,YE3-160L4,160,15.0,4,B5,400/690,IE3,Gietijzer,0,0,6309 2RS C3,6309 2RS C3,IC411,8501523090,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL7030,IP55,42x110,IEC60034,Boven-A1,0.95,150
3S015.00D4F2.,YE3-160L-4,160,15.0,4,B3,230/400,IE3,Gietijzer,1,0,6309 2RS C3,6309 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,42x110,IEC60034,Boven-A1,0.95,150
3S015.00D4F4.,YE3-160XL-4,160,15.0,4,B3,400/690,IE3,Gietijzer,0,0,6309 2RS C3,6309 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,42x110,IEC60034,Boven-A1,0.95,150
3S015.00D4F4L.,YE3-160XL-4,160,15.0,4,B3,400/690,IE3,Gietijzer,0,0,6309 2RS C3,6309 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,42x110,IEC60034,Links-D4,0.95,150
3S015.00D4F4R.,YE3-160XL-4,160,15.0,4,B3,400/690,IE3,Gietijzer,4,0,6309 2RS C3,6309 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,42x110,IEC60034,Rechts-B1,0.95,150
3S018.50D4D4.,YE3-180XM-4,180,18.5,4,B5,400/690,IE3,Gietijzer,12,0,6311 2RS C3,6311 2RS C3,IC411,8501523090,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL7030,IP55,48x110,IEC60034,Boven-A1,0.95,190
3S018.50D4F2.,YE3-180XM-4,180,18.5,4,B3,230/400,IE3,Gietijzer,2,0,6311 2RS C3,6311 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,48x110,IEC60034,Boven-A1,0.95,190
3S018.50D4F2R.,YE3-180XM-4,180,18.5,4,B3,230/400,IE3,Gietijzer,5,0,6311 2RS C3,6311 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,48x110,IEC60034,Rechts-B1,0.95,190
3S018.50D4F4.,YE3-180M4,180,18.5,4,B3,400/690,IE3,Gietijzer,0,0,6311 2RS C3,6311 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,48x110,IEC60034,Boven-A1,0.95,190
3S018.50D4F4L.,YE3-180M-4,180,18.5,4,B3,400/690,IE3,Gietijzer,7,0,6311 2RS C3,6311 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,48x110,IEC60034,Links-D4,0.95,190
3S018.50D4F4R.,YE3-180M-4,180,18.5,4,B3,400/690,IE3,Gietijzer,8,0,6311 2RS C3,6311 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,48x110,IEC60034,Rechts-B1,0.95,190
3S022.00D4D4.,YE3-180XL-4,180,22.0,4,B5,400/690,IE3,Gietijzer,8,0,6311 2RS C3,6311 2RS C3,IC411,8501523090,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL7030,IP55,48x110,IEC60034,Boven-A1,0.95,206
3S022.00D4F2.,YE3-180XL-4,180,22.0,4,B3,230/400,IE3,Gietijzer,5,0,6311 2RS C3,6311 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,48x110,IEC60034,Boven-A1,0.95,206
3S022.00D4F4.,YE3-180XL-4,180,22.0,4,B3,400/690,IE3,Gietijzer,0,0,6311 2RS C3,6311 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,48x110,IEC60034,Boven-A1,0.95,206
3S022.00D4F4L.,YE3-180XL-4,180,22.0,4,B3,400/690,IE3,Gietijzer,2,0,6311 2RS C3,6311 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,48x110,IEC60034,Links-D4,0.95,206
3S022.00D4F4R.,YE3-180L-4,180,22.0,4,B3,400/690,IE3,Gietijzer,12,0,6311 2RS C3,6311 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,48x110,IEC60034,Rechts-B1,0.95,206
3S030.00D4D4.,YE3-200L4,200,30.0,4,B5,400/690,IE3,Gietijzer,0,0,6312 2RS C3,6312 2RS C3,IC411,8501523090,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL7030,IP55,55x110,IEC60034,Boven-A1,0.95,278
3S030.00D4F4.,YE3-200L4,200,30.0,4,B3,400/690,IE3,Gietijzer,0,0,6312 2RS C3,6312 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,55x110,IEC60034,Boven-A1,0.95,278
3S030.00D4F4L.,YE3-200L-4,200,30.0,4,B3,400/690,IE3,Gietijzer,0,0,6312 2RS C3,6312 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,55x110,IEC60034,Links-D4,0.95,278
3S037.00D4F4.,VB225S-4,225,37.0,4,B3,400/690,IE3,Gietijzer,0,0,6313 C3,6313 C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,60x140,IEC60034,Boven-A1,0.95,310
